CustomerID,Age,Gender,Tenure_Months,Contract_Type,Payment_Method,Monthly_Charges,Total_Charges,Num_Support_Calls,Avg_Login_Per_Month,Churn
CUST_6282,72,Male,36,Two year,Bank transfer,112.03,4033.08,3,22,0
CUST_6283,72,Female,46,One year,Mailed check,118.86,5467.56,5,22,1
CUST_6284,30,Female,4,One year,Mailed check,83.97,335.88,2,29,0
CUST_6285,45,Male,28,Month-to-month,Mailed check,93.61,2621.08,0,6,0
CUST_6286,23,Female,66,Month-to-month,Mailed check,77.52,5116.32,3,12,1
CUST_6287,67,Male,39,Month-to-month,Bank transfer,69.64,2715.96,5,29,1
CUST_6288,19,Male,63,Two year,Mailed check,99.86,6291.18,0,7,0
CUST_6289,32,Male,62,Month-to-month,Bank transfer,106.48,6601.76,4,13,1
CUST_6290,56,Female,43,One year,Credit card,115.65,4972.95,1,1,1
CUST_6291,25,Female,39,Two year,Mailed check,90.46,3527.94,3,10,0
CUST_6292,37,Male,65,One year,Electronic check,30.03,1951.95,1,4,0
CUST_6293,58,Male,16,Two year,Bank transfer,57.03,912.48,5,29,0
CUST_6294,73,Female,35,One year,Bank transfer,70.29,2460.15,5,9,0
CUST_6295,67,Male,61,Month-to-month,Electronic check,112.04,6834.44,3,13,0
CUST_6296,35,Female,7,Month-to-month,Mailed check,100.67,704.69,3,10,1
CUST_6297,59,Male,21,Two year,Bank transfer,37.17,780.57,5,15,0
CUST_6298,50,Male,1,Month-to-month,Credit card,113.17,113.17,5,21,1
CUST_6299,68,Female,16,One year,Credit card,84.7,1355.2,4,1,1
CUST_6300,51,Female,33,Month-to-month,Credit card,87.93,2901.69,0,14,0
CUST_6301,48,Male,68,Two year,Electronic check,72.35,4919.8,0,8,0
CUST_6302,66,Female,15,Two year,Credit card,104.14,1562.1,3,27,0
CUST_6303,48,Female,68,One year,Mailed check,113.31,7705.08,3,10,0
CUST_6304,74,Male,16,Two year,Credit card,34.48,551.68,4,8,0
CUST_6305,38,Male,39,Month-to-month,Bank transfer,109.48,4269.72,2,24,0
CUST_6306,74,Male,6,One year,Mailed check,44.11,264.66,5,26,1
CUST_6307,39,Female,51,One year,Mailed check,103.91,5299.41,3,1,0
CUST_6308,62,Female,34,Two year,Credit card,49.14,1670.76,0,24,0
CUST_6309,41,Male,55,One year,Bank transfer,42.67,2346.85,3,22,0
CUST_6310,65,Female,1,One year,Credit card,114.79,114.79,0,6,0
CUST_6311,20,Female,16,One year,Electronic check,100.77,1612.32,5,13,1
CUST_6312,58,Male,1,Month-to-month,Bank transfer,41.97,41.97,3,7,1
CUST_6313,55,Female,37,Month-to-month,Bank transfer,87.21,3226.77,5,10,1
CUST_6314,32,Female,64,One year,Bank transfer,32.53,2081.92,0,22,0
CUST_6315,36,Male,39,Month-to-month,Bank transfer,119.89,4675.71,4,20,0
CUST_6316,40,Male,70,Month-to-month,Bank transfer,59.78,4184.6,2,26,0
CUST_6317,53,Male,6,One year,Electronic check,113.89,683.34,3,27,0
CUST_6318,56,Male,27,Month-to-month,Credit card,69.83,1885.41,3,10,1
CUST_6319,52,Female,3,One year,Credit card,103.8,311.4,1,28,0
CUST_6320,45,Female,14,One year,Mailed check,42.16,590.24,1,9,0
CUST_6321,62,Female,64,Two year,Credit card,71.44,4572.16,4,26,0
CUST_6322,56,Male,69,Month-to-month,Credit card,110.68,7636.92,1,6,0
CUST_6323,64,Female,21,Month-to-month,Credit card,57.89,1215.69,0,14,0
CUST_6324,62,Male,31,Month-to-month,Bank transfer,86.0,2666.0,0,21,1
CUST_6325,39,Male,53,One year,Bank transfer,82.27,4360.31,1,29,0
CUST_6326,70,Female,9,Month-to-month,Credit card,68.83,619.47,5,24,1
CUST_6327,57,Male,28,Month-to-month,Electronic check,41.12,1151.36,5,15,1
CUST_6328,53,Female,45,One year,Bank transfer,91.94,4137.3,1,14,0
CUST_6329,57,Female,21,One year,Credit card,81.32,1707.72,4,4,0
CUST_6330,57,Female,45,One year,Electronic check,90.88,4089.6,4,25,0
CUST_6331,62,Male,30,Month-to-month,Electronic check,64.59,1937.7,0,21,0
CUST_6332,23,Male,43,One year,Credit card,73.33,3153.19,1,7,0
CUST_6333,19,Male,37,Two year,Mailed check,46.59,1723.83,4,12,0
CUST_6334,69,Male,2,Month-to-month,Mailed check,34.17,68.34,4,20,1
CUST_6335,48,Male,16,Month-to-month,Mailed check,52.3,836.8,0,6,1
CUST_6336,44,Male,41,Month-to-month,Mailed check,57.46,2355.86,0,13,1
CUST_6337,19,Female,64,One year,Credit card,88.66,5674.24,0,7,0
CUST_6338,62,Female,19,Month-to-month,Electronic check,87.27,1658.13,3,16,0
CUST_6339,65,Female,55,Month-to-month,Mailed check,78.49,4316.95,4,12,0
CUST_6340,68,Female,62,Month-to-month,Credit card,38.91,2412.42,5,24,1
CUST_6341,48,Male,47,Month-to-month,Mailed check,100.45,4721.15,2,27,1
CUST_6342,22,Female,62,Month-to-month,Bank transfer,42.56,2638.72,5,5,1
CUST_6343,36,Female,11,One year,Credit card,58.39,642.29,2,5,0
CUST_6344,21,Male,70,Two year,Credit card,118.71,8309.7,3,25,0
CUST_6345,39,Female,4,Month-to-month,Bank transfer,77.15,308.6,4,14,1
CUST_6346,30,Male,14,Month-to-month,Mailed check,119.0,1666.0,0,27,0
CUST_6347,69,Male,5,One year,Credit card,58.21,291.05,3,11,0
CUST_6348,43,Male,25,Month-to-month,Bank transfer,87.84,2196.0,4,1,1
CUST_6349,31,Male,52,Month-to-month,Mailed check,38.6,2007.2,1,17,0
CUST_6350,31,Female,28,One year,Credit card,118.93,3330.04,4,22,1
CUST_6351,57,Female,33,Two year,Bank transfer,64.46,2127.18,1,24,0
CUST_6352,44,Male,11,Month-to-month,Mailed check,97.65,1074.15,0,11,0
CUST_6353,33,Male,33,Two year,Electronic check,40.02,1320.66,2,27,0
CUST_6354,58,Female,32,One year,Electronic check,54.55,1745.6,0,19,1
CUST_6355,26,Male,23,Two year,Electronic check,57.42,1320.66,1,22,1
CUST_6356,45,Female,24,Month-to-month,Electronic check,118.52,2844.48,1,9,1
CUST_6357,48,Female,48,One year,Bank transfer,111.44,5349.12,3,3,0
CUST_6358,65,Female,53,Month-to-month,Mailed check,118.93,6303.29,0,17,0
CUST_6359,48,Female,12,Two year,Bank transfer,48.82,585.84,1,2,0
CUST_6360,20,Male,52,Month-to-month,Electronic check,110.33,5737.16,1,15,0
CUST_6361,59,Female,61,One year,Credit card,94.98,5793.78,0,2,0
CUST_6362,44,Female,5,Two year,Electronic check,42.5,212.5,5,27,0
CUST_6363,74,Female,19,Month-to-month,Mailed check,96.52,1833.88,0,27,1
CUST_6364,28,Male,45,Month-to-month,Bank transfer,47.07,2118.15,4,15,1
CUST_6365,56,Female,10,Two year,Electronic check,39.67,396.7,0,1,1
CUST_6366,61,Male,40,One year,Credit card,50.77,2030.8,3,10,0
CUST_6367,25,Male,46,Month-to-month,Credit card,114.79,5280.34,0,19,0
CUST_6368,28,Male,64,Month-to-month,Credit card,107.98,6910.72,1,19,0
CUST_6369,53,Female,24,Month-to-month,Credit card,98.72,2369.28,2,5,0
CUST_6370,57,Female,47,Two year,Mailed check,67.05,3151.35,1,11,0
CUST_6371,57,Female,45,Month-to-month,Electronic check,36.81,1656.45,2,17,0
CUST_6372,20,Male,66,Two year,Mailed check,90.14,5949.24,4,17,0
CUST_6373,33,Male,6,One year,Credit card,37.06,222.36,2,19,0
CUST_6374,26,Male,27,One year,Mailed check,31.52,851.04,2,11,0
CUST_6375,45,Female,36,Two year,Mailed check,36.22,1303.92,4,2,0
CUST_6376,24,Female,21,One year,Mailed check,61.5,1291.5,5,6,1
CUST_6377,42,Female,41,Two year,Bank transfer,77.84,3191.44,3,8,0
CUST_6378,50,Male,10,Month-to-month,Mailed check,36.38,363.8,4,29,0
CUST_6379,68,Male,22,Two year,Electronic check,114.82,2526.04,1,27,1
CUST_6380,47,Male,43,One year,Mailed check,117.43,5049.49,3,15,1
CUST_6381,23,Male,51,Month-to-month,Bank transfer,70.78,3609.78,2,5,0
CUST_6382,18,Female,55,Month-to-month,Electronic check,66.87,3677.85,1,1,0
CUST_6383,61,Male,28,Month-to-month,Credit card,43.84,1227.52,1,24,0
CUST_6384,34,Female,63,One year,Bank transfer,35.55,2239.65,5,23,0
CUST_6385,65,Male,63,Month-to-month,Bank transfer,104.83,6604.29,1,15,0
CUST_6386,27,Female,37,Two year,Mailed check,75.95,2810.15,1,3,0
CUST_6387,59,Male,9,One year,Bank transfer,118.83,1069.47,3,25,1
CUST_6388,51,Male,55,Month-to-month,Mailed check,44.31,2437.05,5,13,1
CUST_6389,32,Male,14,One year,Bank transfer,52.87,740.18,0,22,0
CUST_6390,41,Male,28,Month-to-month,Credit card,94.64,2649.92,3,23,1
CUST_6391,70,Male,10,One year,Electronic check,110.08,1100.8,3,16,0
CUST_6392,28,Female,1,One year,Credit card,60.28,60.28,1,16,0
CUST_6393,39,Male,9,Two year,Bank transfer,71.0,639.0,4,6,0
CUST_6394,22,Male,10,One year,Credit card,83.25,832.5,3,2,0
CUST_6395,22,Male,45,Month-to-month,Credit card,99.57,4480.65,1,10,1
CUST_6396,38,Male,30,One year,Bank transfer,51.59,1547.7,5,3,1
CUST_6397,73,Male,19,Month-to-month,Credit card,116.74,2218.06,5,26,1
CUST_6398,68,Female,57,One year,Bank transfer,69.46,3959.22,3,28,0
CUST_6399,40,Male,38,One year,Bank transfer,111.32,4230.16,3,14,0
CUST_6400,59,Female,10,Month-to-month,Credit card,97.58,975.8,5,9,1
CUST_6401,51,Male,67,One year,Electronic check,110.11,7377.37,3,1,1
CUST_6402,67,Male,7,Month-to-month,Mailed check,106.45,745.15,0,2,0
CUST_6403,64,Female,14,Two year,Electronic check,41.91,586.74,0,11,1
CUST_6404,65,Male,64,One year,Electronic check,100.03,6401.92,3,2,0
CUST_6405,34,Female,59,Month-to-month,Credit card,97.05,5725.95,5,5,0
CUST_6406,73,Female,64,Two year,Credit card,109.45,7004.8,1,14,0
CUST_6407,74,Female,16,One year,Bank transfer,52.65,842.4,5,22,0
CUST_6408,39,Female,9,One year,Credit card,107.99,971.91,2,19,0
CUST_6409,19,Female,1,Month-to-month,Mailed check,36.74,36.74,5,14,1
CUST_6410,24,Male,26,One year,Mailed check,30.91,803.66,1,22,1
CUST_6411,34,Female,55,One year,Electronic check,116.5,6407.5,3,7,1
CUST_6412,70,Male,33,Month-to-month,Mailed check,87.09,2873.97,0,23,0
CUST_6413,49,Female,7,One year,Bank transfer,118.77,831.39,3,1,1
CUST_6414,23,Female,34,One year,Credit card,47.28,1607.52,3,22,0
CUST_6415,18,Male,50,Month-to-month,Electronic check,97.94,4897.0,5,26,1
CUST_6416,50,Female,25,Month-to-month,Credit card,54.83,1370.75,4,19,0
CUST_6417,68,Female,61,One year,Credit card,114.08,6958.88,1,18,0
CUST_6418,46,Male,1,One year,Electronic check,68.33,68.33,2,23,0
CUST_6419,31,Female,32,One year,Credit card,54.2,1734.4,4,2,0
CUST_6420,39,Male,52,Month-to-month,Mailed check,82.05,4266.6,1,7,0
CUST_6421,22,Male,26,One year,Electronic check,98.81,2569.06,1,10,1
CUST_6422,71,Male,28,One year,Bank transfer,84.35,2361.8,3,29,0
CUST_6423,53,Female,66,Month-to-month,Bank transfer,105.69,6975.54,2,24,1
CUST_6424,50,Female,20,Month-to-month,Electronic check,51.16,1023.2,1,7,0
CUST_6425,55,Male,54,Two year,Electronic check,106.89,5772.06,1,1,0
CUST_6426,26,Male,66,Month-to-month,Credit card,90.63,5981.58,4,26,1
CUST_6427,63,Female,9,Month-to-month,Electronic check,77.77,699.93,5,14,1
CUST_6428,26,Male,44,Month-to-month,Electronic check,119.76,5269.44,5,29,1
CUST_6429,45,Male,2,Two year,Electronic check,97.41,194.82,0,1,1
CUST_6430,33,Male,1,Two year,Credit card,107.6,107.6,3,25,1
CUST_6431,21,Male,14,Month-to-month,Mailed check,32.73,458.22,4,4,0
CUST_6432,34,Female,70,Two year,Bank transfer,115.67,8096.9,1,1,0
CUST_6433,50,Female,6,Month-to-month,Bank transfer,89.7,538.2,3,22,0
CUST_6434,29,Female,48,Month-to-month,Electronic check,72.4,3475.2,1,2,0
CUST_6435,40,Male,28,Month-to-month,Electronic check,30.34,849.52,2,8,0
CUST_6436,66,Male,8,One year,Electronic check,88.7,709.6,4,1,1
CUST_6437,21,Female,68,Month-to-month,Bank transfer,99.95,6796.6,0,7,1
CUST_6438,43,Male,62,Month-to-month,Mailed check,99.07,6142.34,1,13,0
CUST_6439,68,Male,9,Two year,Electronic check,55.62,500.58,3,17,1
CUST_6440,22,Female,52,Month-to-month,Electronic check,108.37,5635.24,4,27,1
CUST_6441,58,Female,23,One year,Electronic check,85.67,1970.41,2,3,1
CUST_6442,73,Female,65,Two year,Bank transfer,63.88,4152.2,0,5,0
CUST_6443,72,Female,26,Two year,Electronic check,95.16,2474.16,1,13,0
CUST_6444,45,Female,45,One year,Electronic check,63.78,2870.1,5,10,0
CUST_6445,71,Male,59,One year,Mailed check,41.72,2461.48,1,15,0
CUST_6446,45,Female,14,Month-to-month,Electronic check,39.29,550.06,2,23,1
CUST_6447,59,Male,38,Month-to-month,Electronic check,35.37,1344.06,5,11,1
CUST_6448,48,Female,27,One year,Mailed check,96.05,2593.35,0,20,1
CUST_6449,49,Male,67,One year,Bank transfer,41.36,2771.12,5,29,1
CUST_6450,37,Female,11,One year,Mailed check,76.38,840.18,5,18,0
CUST_6451,41,Male,60,Two year,Mailed check,102.56,6153.6,5,16,1
CUST_6452,65,Female,71,Month-to-month,Credit card,111.82,7939.22,5,21,0
CUST_6453,65,Female,22,One year,Electronic check,105.69,2325.18,1,8,1
CUST_6454,72,Male,14,Month-to-month,Electronic check,40.04,560.56,0,1,1
CUST_6455,72,Male,66,Month-to-month,Bank transfer,69.21,4567.86,3,2,0
CUST_6456,22,Female,5,Month-to-month,Credit card,61.93,309.65,0,26,1
CUST_6457,50,Male,37,Month-to-month,Electronic check,102.53,3793.61,4,1,1
CUST_6458,60,Female,61,Month-to-month,Mailed check,95.74,5840.14,4,7,0
CUST_6459,20,Female,39,Month-to-month,Electronic check,41.72,1627.08,5,7,1
CUST_6460,64,Female,48,Month-to-month,Credit card,66.67,3200.16,5,11,0
CUST_6461,57,Male,57,Month-to-month,Credit card,107.78,6143.46,2,22,0
CUST_6462,50,Male,62,Month-to-month,Credit card,65.44,4057.28,4,12,0
CUST_6463,18,Male,57,Month-to-month,Electronic check,34.96,1992.72,2,2,1
CUST_6464,18,Female,53,One year,Mailed check,41.93,2222.29,3,18,1
CUST_6465,60,Female,49,One year,Bank transfer,73.81,3616.69,2,16,0
CUST_6466,36,Male,64,Month-to-month,Electronic check,108.87,6967.68,4,8,1
CUST_6467,21,Female,15,Two year,Credit card,76.94,1154.1,3,27,0
CUST_6468,70,Female,43,Two year,Mailed check,117.82,5066.26,5,11,0
CUST_6469,60,Female,2,Month-to-month,Mailed check,70.64,141.28,3,6,1
CUST_6470,73,Female,40,Month-to-month,Bank transfer,97.7,3908.0,1,17,0
CUST_6471,34,Male,65,Two year,Bank transfer,96.53,6274.45,2,3,0
CUST_6472,66,Male,46,Month-to-month,Bank transfer,101.13,4651.98,5,27,1
CUST_6473,43,Female,23,Two year,Credit card,100.8,2318.4,2,21,1
CUST_6474,22,Female,23,Month-to-month,Electronic check,115.93,2666.39,2,27,1
CUST_6475,23,Male,71,Month-to-month,Mailed check,86.74,6158.54,4,13,0
CUST_6476,64,Male,42,Month-to-month,Mailed check,37.11,1558.62,3,11,0
CUST_6477,52,Female,34,One year,Electronic check,64.34,2187.56,2,7,1
CUST_6478,64,Female,65,Month-to-month,Mailed check,115.04,7477.6,5,15,0
CUST_6479,61,Male,57,Month-to-month,Bank transfer,111.15,6335.55,1,27,1
CUST_6480,43,Female,2,Month-to-month,Credit card,118.8,237.6,1,22,0
CUST_6481,65,Female,23,Month-to-month,Mailed check,110.17,2533.91,2,17,1
CUST_6482,70,Female,62,Two year,Credit card,42.43,2630.66,2,14,0
CUST_6483,40,Male,11,Month-to-month,Credit card,30.06,330.66,1,23,1
CUST_6484,51,Female,67,One year,Bank transfer,71.49,4789.83,2,17,0
CUST_6485,63,Male,65,One year,Mailed check,42.83,2783.95,5,29,1
CUST_6486,20,Female,45,Month-to-month,Electronic check,40.65,1829.25,4,8,1
CUST_6487,61,Female,5,Month-to-month,Credit card,33.83,169.15,5,22,1
CUST_6488,47,Male,47,Month-to-month,Bank transfer,57.13,2685.11,1,13,1
CUST_6489,61,Male,24,Month-to-month,Mailed check,90.35,2168.4,5,5,1
CUST_6490,72,Male,30,Month-to-month,Mailed check,56.72,1701.6,1,26,1
CUST_6491,51,Male,43,Two year,Electronic check,120.0,5160.0,5,20,1
CUST_6492,57,Female,55,Month-to-month,Electronic check,109.65,6030.75,5,12,0
CUST_6493,38,Female,12,Two year,Electronic check,105.06,1260.72,2,9,0
CUST_6494,69,Female,56,Month-to-month,Electronic check,115.92,6491.52,4,21,0
CUST_6495,60,Female,4,Month-to-month,Credit card,56.67,226.68,1,13,0
CUST_6496,33,Male,40,One year,Credit card,36.78,1471.2,1,7,0
CUST_6497,41,Male,11,Month-to-month,Electronic check,109.76,1207.36,5,25,1
CUST_6498,21,Male,66,Month-to-month,Mailed check,40.07,2644.62,1,1,0
CUST_6499,20,Female,12,Month-to-month,Credit card,73.31,879.72,5,27,0
CUST_6500,25,Male,4,Month-to-month,Credit card,52.83,211.32,0,22,1
CUST_6501,58,Male,39,Two year,Bank transfer,34.85,1359.15,5,21,1
CUST_6502,59,Female,49,One year,Bank transfer,62.25,3050.25,2,9,1
CUST_6503,66,Male,57,Two year,Mailed check,118.15,6734.55,0,24,0
CUST_6504,34,Female,57,Two year,Mailed check,108.38,6177.66,5,7,0
CUST_6505,29,Male,58,One year,Electronic check,82.76,4800.08,3,3,0
CUST_6506,41,Female,39,Month-to-month,Electronic check,103.95,4054.05,4,19,1
CUST_6507,71,Female,50,Month-to-month,Bank transfer,110.6,5530.0,1,11,0
CUST_6508,20,Female,66,Two year,Bank transfer,48.99,3233.34,3,16,0
CUST_6509,73,Female,54,One year,Mailed check,60.85,3285.9,5,22,1
CUST_6510,57,Female,68,One year,Mailed check,65.96,4485.28,1,28,0
CUST_6511,67,Male,19,Month-to-month,Bank transfer,76.68,1456.92,3,11,0
CUST_6512,26,Female,27,Month-to-month,Bank transfer,74.3,2006.1,0,25,0
CUST_6513,45,Male,18,One year,Bank transfer,78.78,1418.04,0,7,0
CUST_6514,23,Male,35,One year,Bank transfer,87.42,3059.7,0,17,0
CUST_6515,20,Male,19,Month-to-month,Mailed check,99.31,1886.89,0,6,1
CUST_6516,55,Female,58,One year,Bank transfer,102.04,5918.32,0,26,0
CUST_6517,30,Female,28,Month-to-month,Electronic check,93.57,2619.96,2,7,0
CUST_6518,25,Female,67,One year,Mailed check,89.45,5993.15,3,19,1
CUST_6519,67,Female,30,Two year,Bank transfer,78.92,2367.6,1,7,0
CUST_6520,49,Female,25,Two year,Bank transfer,56.26,1406.5,3,1,0
CUST_6521,46,Male,31,Month-to-month,Bank transfer,32.72,1014.32,0,13,0
CUST_6522,43,Female,44,Two year,Credit card,44.43,1954.92,1,3,0
CUST_6523,71,Male,6,Month-to-month,Bank transfer,90.1,540.6,3,25,1
CUST_6524,64,Male,47,One year,Bank transfer,87.68,4120.96,5,4,1
CUST_6525,62,Female,2,Month-to-month,Bank transfer,59.41,118.82,0,15,1
CUST_6526,48,Male,2,Two year,Bank transfer,88.67,177.34,2,9,0
CUST_6527,63,Female,55,One year,Bank transfer,80.36,4419.8,0,29,0
CUST_6528,28,Male,35,Two year,Mailed check,89.8,3143.0,4,24,1
CUST_6529,63,Male,35,One year,Credit card,77.85,2724.75,4,13,1
CUST_6530,24,Female,71,Month-to-month,Electronic check,98.88,7020.48,2,25,0
CUST_6531,70,Female,38,Month-to-month,Electronic check,92.42,3511.96,3,24,1
CUST_6532,67,Male,40,Month-to-month,Mailed check,101.63,4065.2,5,14,1
CUST_6533,65,Male,59,Month-to-month,Electronic check,62.54,3689.86,2,8,0
CUST_6534,53,Male,20,One year,Credit card,58.68,1173.6,3,2,1
CUST_6535,57,Female,33,Month-to-month,Credit card,72.86,2404.38,0,26,0
CUST_6536,70,Male,58,Month-to-month,Bank transfer,118.81,6890.98,0,2,0
CUST_6537,71,Female,1,Month-to-month,Credit card,62.79,62.79,1,22,1
CUST_6538,23,Female,44,One year,Bank transfer,57.55,2532.2,4,3,1
CUST_6539,31,Female,62,One year,Electronic check,72.09,4469.58,2,22,0
CUST_6540,73,Male,7,One year,Electronic check,65.49,458.43,5,26,0
CUST_6541,33,Female,1,One year,Bank transfer,65.51,65.51,5,4,1
CUST_6542,58,Male,65,Two year,Electronic check,78.2,5083.0,1,16,0
CUST_6543,26,Male,42,Month-to-month,Credit card,39.35,1652.7,4,6,1
CUST_6544,29,Male,39,Month-to-month,Credit card,77.83,3035.37,2,21,0
CUST_6545,26,Male,19,Month-to-month,Credit card,42.24,802.56,2,5,1
CUST_6546,48,Female,34,Month-to-month,Credit card,112.68,3831.12,2,10,0
CUST_6547,25,Female,62,Month-to-month,Bank transfer,89.58,5553.96,3,24,0
CUST_6548,69,Male,41,Month-to-month,Credit card,108.72,4457.52,1,7,0
CUST_6549,73,Male,42,Two year,Electronic check,38.47,1615.74,1,9,0
CUST_6550,53,Female,45,Month-to-month,Mailed check,52.98,2384.1,0,6,1
CUST_6551,64,Male,71,Two year,Electronic check,52.58,3733.18,0,5,0
CUST_6552,50,Female,34,Two year,Electronic check,109.61,3726.74,3,1,0
CUST_6553,64,Male,50,Month-to-month,Electronic check,87.6,4380.0,2,3,0
CUST_6554,46,Female,45,One year,Credit card,83.69,3766.05,3,21,0
CUST_6555,46,Female,2,Month-to-month,Mailed check,114.85,229.7,1,17,1
CUST_6556,22,Male,68,Month-to-month,Electronic check,34.47,2343.96,3,23,1
CUST_6557,67,Male,56,Two year,Electronic check,84.74,4745.44,2,16,0
CUST_6558,58,Male,49,One year,Bank transfer,47.77,2340.73,4,6,0
CUST_6559,40,Female,64,Month-to-month,Electronic check,47.81,3059.84,2,8,0
CUST_6560,65,Female,46,Month-to-month,Bank transfer,97.39,4479.94,3,11,0
CUST_6561,22,Female,31,Month-to-month,Credit card,73.97,2293.07,3,3,1
CUST_6562,58,Male,60,Month-to-month,Credit card,113.64,6818.4,0,2,1
CUST_6563,27,Female,18,Month-to-month,Electronic check,82.16,1478.88,4,1,1
CUST_6564,57,Female,5,Month-to-month,Mailed check,41.28,206.4,4,26,1
CUST_6565,48,Male,13,Month-to-month,Mailed check,73.81,959.53,2,8,1
CUST_6566,19,Female,8,One year,Electronic check,96.39,771.12,3,11,0
CUST_6567,36,Female,19,Month-to-month,Electronic check,36.09,685.71,1,26,1
CUST_6568,47,Female,36,Month-to-month,Bank transfer,55.41,1994.76,5,4,1
CUST_6569,23,Female,61,Month-to-month,Electronic check,62.21,3794.81,5,1,1
CUST_6570,65,Male,70,One year,Bank transfer,107.27,7508.9,4,25,0
CUST_6571,64,Male,46,Month-to-month,Credit card,41.71,1918.66,5,11,1
CUST_6572,63,Female,70,Month-to-month,Bank transfer,34.19,2393.3,4,19,1
CUST_6573,58,Female,59,Two year,Electronic check,34.79,2052.61,1,7,0
CUST_6574,29,Male,70,Month-to-month,Credit card,42.17,2951.9,3,19,1
CUST_6575,69,Male,70,Two year,Bank transfer,114.7,8029.0,0,14,0
CUST_6576,56,Male,17,Month-to-month,Bank transfer,94.8,1611.6,1,10,0
CUST_6577,32,Female,39,Two year,Electronic check,39.13,1526.07,0,7,0
CUST_6578,51,Male,63,One year,Bank transfer,88.7,5588.1,1,20,0
CUST_6579,24,Male,1,Month-to-month,Bank transfer,119.6,119.6,1,12,1
CUST_6580,43,Male,44,Two year,Mailed check,30.4,1337.6,1,5,0
CUST_6581,64,Female,23,Two year,Credit card,59.34,1364.82,5,27,1
CUST_6582,20,Male,21,One year,Bank transfer,67.33,1413.93,2,25,1
CUST_6583,22,Male,5,One year,Bank transfer,44.43,222.15,1,15,1
CUST_6584,59,Female,11,Month-to-month,Electronic check,118.01,1298.11,1,1,1
CUST_6585,35,Male,15,One year,Bank transfer,94.68,1420.2,5,26,1
CUST_6586,35,Female,52,Month-to-month,Electronic check,98.84,5139.68,4,19,0
CUST_6587,30,Female,25,Two year,Credit card,69.03,1725.75,1,1,0
CUST_6588,34,Male,5,Two year,Bank transfer,60.59,302.95,2,24,0
CUST_6589,69,Male,11,Month-to-month,Bank transfer,78.44,862.84,2,13,1
CUST_6590,70,Female,53,Month-to-month,Electronic check,89.53,4745.09,5,9,1
CUST_6591,52,Female,2,One year,Bank transfer,46.66,93.32,1,27,0
CUST_6592,66,Female,34,Month-to-month,Mailed check,118.35,4023.9,3,28,1
CUST_6593,66,Male,60,One year,Credit card,51.51,3090.6,1,29,0
CUST_6594,56,Male,58,One year,Bank transfer,100.44,5825.52,4,17,0
CUST_6595,67,Male,38,Month-to-month,Credit card,44.23,1680.74,4,20,1
CUST_6596,25,Female,49,Month-to-month,Mailed check,119.86,5873.14,0,10,0
CUST_6597,46,Female,27,One year,Bank transfer,45.02,1215.54,1,7,0
CUST_6598,29,Female,61,Two year,Electronic check,37.11,2263.71,3,2,0
CUST_6599,28,Female,1,Two year,Mailed check,39.73,39.73,3,19,0
CUST_6600,51,Male,40,Two year,Mailed check,32.06,1282.4,0,29,0
CUST_6601,24,Male,64,Month-to-month,Mailed check,52.18,3339.52,3,8,0
CUST_6602,34,Male,46,Month-to-month,Electronic check,109.57,5040.22,1,10,0
CUST_6603,37,Female,67,Month-to-month,Mailed check,80.81,5414.27,1,10,1
CUST_6604,18,Female,25,Two year,Bank transfer,116.52,2913.0,0,10,1
CUST_6605,57,Female,66,Two year,Credit card,103.94,6860.04,3,24,0
CUST_6606,55,Female,49,Month-to-month,Credit card,49.41,2421.09,2,15,0
CUST_6607,73,Male,40,Two year,Bank transfer,100.31,4012.4,5,8,0
CUST_6608,37,Male,47,Month-to-month,Mailed check,83.78,3937.66,3,10,0
CUST_6609,47,Female,62,One year,Mailed check,83.18,5157.16,3,6,0
CUST_6610,23,Male,2,Two year,Credit card,89.87,179.74,0,15,0
CUST_6611,42,Male,16,One year,Mailed check,33.43,534.88,3,3,0
CUST_6612,60,Female,5,Month-to-month,Bank transfer,88.08,440.4,3,18,0
CUST_6613,60,Male,18,Month-to-month,Bank transfer,59.75,1075.5,4,15,0
CUST_6614,38,Female,32,One year,Electronic check,99.12,3171.84,0,24,0
CUST_6615,59,Female,59,Two year,Mailed check,81.92,4833.28,5,18,0
CUST_6616,49,Female,8,Two year,Bank transfer,104.36,834.88,2,8,1
CUST_6617,38,Male,12,One year,Credit card,95.46,1145.52,0,21,0
CUST_6618,31,Female,16,One year,Bank transfer,113.9,1822.4,3,27,1
CUST_6619,19,Male,27,Month-to-month,Credit card,114.82,3100.14,4,3,0
CUST_6620,53,Female,63,Two year,Mailed check,73.29,4617.27,4,1,1
CUST_6621,27,Male,11,Two year,Mailed check,114.63,1260.93,3,29,1
CUST_6622,50,Male,65,Two year,Credit card,92.4,6006.0,4,14,1
CUST_6623,61,Female,54,Month-to-month,Credit card,101.98,5506.92,0,2,1
CUST_6624,40,Male,13,One year,Electronic check,83.34,1083.42,4,24,1
CUST_6625,56,Male,14,Month-to-month,Bank transfer,49.58,694.12,1,19,1
CUST_6626,51,Female,51,Month-to-month,Bank transfer,57.6,2937.6,5,26,1
CUST_6627,22,Male,29,Month-to-month,Bank transfer,44.89,1301.81,3,28,0
CUST_6628,27,Male,4,Two year,Mailed check,80.09,320.36,5,29,0
CUST_6629,24,Male,46,Month-to-month,Mailed check,71.3,3279.8,3,13,0
